User Name,Drivers Id,Date,Policy Number,Location,Issue,Fraud,,,,,,,
Clint,5875107,5/18/18,5888123,Aguilares,Cars Accident,0,,,,,,,
Dudley,5883721,6/26/18,5885726,Villa Santa Rita,Bike Accident,0,,,,,,,
Granville,5884083,6/27/18,5882921,Villa Mercedes,Bike Accident,0,,,,,,,
King,5880615,6/11/18,5867127,San Carlos de Bariloche,Cars Accident,1,,,,,,,
Mary,5880615,4/21/18,5867127,Adrogué,Cars Accident,1,,,,,,,
Merton,5883724,6/26/18,5884627,Pago Pago,Bike & Car Accident,0,,,,,,,
Antonio,5886044,7/8/18,5882540,Wolfsberg,Bike & Car Accident,0,,,,,,,
Bennie,5871580,5/4/18,5878052,Wiener Neustadt,Cars Accident,0,,,,,,,
Carroll,5852663,2/20/18,5880183,Vienna,Bike & Car Accident,0,,,,,,,
Freeman,5878376,6/2/18,5890384,Wels,Bike Accident,0,,,,,,,
Josiah,5886058,7/9/18,5878190,Weinzierl bei Krems,Cars Accident,0,,,,,,,
Milo,5883954,6/27/18,5884576,Villach,Cars Accident,0,,,,,,,
Royal,5880245,6/9/18,5888308,Traun,Bike & Car Accident,0,,,,,,,
Dick,5883462,6/25/18,5875947,Traiskirchen,Bike Accident,1,,,,,,,
Earle,5883462,6/13/18,5875947,Ternitz,Cars Accident,1,,,,,,,
Elza,5878115,6/1/18,5876723,Steyr,Bike & Car Accident,0,,,,,,,
Emerson,5880369,6/11/18,5888258,Spittal an der Drau,Bike Accident,0,,,,,,,
Fletcher,5889423,7/23/18,5874873,Schwechat,Bike Accident,0,,,,,,,
Judge,5884032,6/27/18,5886078,Sankt Pölten,Bike & Car Accident,0,,,,,,,
Laurence,5878784,6/4/18,5889347,Salzburg,Bike & Car Accident,0,,,,,,,
Neil,5881747,6/16/18,5887352,Saalfelden am Steinernen Meer,Cars Accident,0,,,,,,,
Roger,5878463,6/3/18,5873053,Mödling,Cars Accident,0,,,,,,,
Seth,5883939,6/27/18,5887210,Lustenau,Cars Accident,0,,,,,,,
Glen,5883462,5/3/18,5875947,Linz,Bike Accident,1,,,,,,,
Hugo,5883462,7/10/18,5875947,Leonding,Bike Accident,1,,,,,,,
Jimmie,5879832,6/8/18,5884580,Leoben,Cars Accident,0,,,,,,,
Johnnie,5889821,7/25/18,5886880,Kufstein,Cars Accident,0,,,,,,,
Washington,5885236,7/3/18,5890005,Krems an der Donau,Bike & Car Accident,0,,,,,,,
Elwood,5882280,6/19/18,5882149,Klosterneuburg,Bike & Car Accident,0,,,,,,,
Gust,5864983,4/7/18,5886678,Klagenfurt am Wörthersee,Cars Accident,0,,,,,,,
Harmon,5875153,5/19/18,5888829,Kapfenberg,Bike & Car Accident,0,,,,,,,
Jordan,5890484,7/28/18,5870692,Innsbruck,Bike Accident,0,,,,,,,
Simeon,5880175,6/9/18,5881639,Hallein,Cars Accident,0,,,,,,,
Wayne,5883462,6/23/18,5875947,Graz,Bike & Car Accident,1,,,,,,,
Wilber,5883462,7/20/18,5875947,Feldkirch,Cars Accident,1,,,,,,,
Clem,5868769,4/23/18,5888686,Dornbirn,Bike & Car Accident,0,,,,,,,
Evan,5886978,7/12/18,5889824,Bregenz,Bike & Car Accident,0,,,,,,,
Frederic,5869421,4/26/18,5883177,Braunau am Inn,Cars Accident,0,,,,,,,
Irwin,5889673,7/24/18,5888586,Baden,Bike & Car Accident,0,,,,,,,
Junius,5888937,7/21/18,5874167,Amstetten,Bike Accident,0,,,,,,,
Lafayette,5886121,7/9/18,5874127,Ansfelden,Cars Accident,0,,,,,,,
Loren,5885831,7/6/18,5878381,Whyalla,Bike & Car Accident,0,,,,,,,
Madison,5887585,7/15/18,5879423,Rockingham,Cars Accident,0,,,,,,,
Mason,5868211,7/8/18,5879372,Prospect,Bike & Car Accident,1,,,,,,,
Orval,5868211,4/20/18,5879372,Port Hedland,Bike Accident,1,,,,,,,
Abram,5883411,6/25/18,5877355,Perth,Cars Accident,0,,,,,,,
Aubrey,5878337,6/1/18,5882558,Murray Bridge,Bike & Car Accident,0,,,,,,,
Elliott,5887462,7/14/18,5885784,Mount Isa,Bike Accident,0,,,,,,,
Hans,5886728,7/11/18,5889195,Morphett Vale,Bike Accident,0,,,,,,,
Karl,5887806,7/16/18,5888691,Mandurah,Bike & Car Accident,0,,,,,,,
Minor,5873692,5/13/18,5889911,Kwinana,Bike & Car Accident,0,,,,,,,
Wash,5868181,4/20/18,5886261,Kalgoorlie,Cars Accident,0,,,,,,,
Wilfred,5881814,6/17/18,5887221,Gosnells,Cars Accident,0,,,,,,,
Allan,5868211,6/4/18,5879372,Geraldton,Cars Accident,1,,,,,,,
Alphonse,5868211,7/29/18,5879372,Gawler,Bike Accident,1,,,,,,,
Dallas,5887247,7/13/18,5888413,Fremantle,Bike Accident,0,,,,,,,
Dee,5885068,7/2/18,5889072,Darwin,Cars Accident,0,,,,,,,
Isiah,5881323,6/14/18,5875017,Busselton,Cars Accident,0,,,,,,,
Jason,5890539,7/29/18,5888482,Bunbury,Bike & Car Accident,0,,,,,,,
Johnny,5866365,4/13/18,5885742,Armadale,Bike & Car Accident,0,,,,,,,
Lawson,5880807,6/12/18,5887096,Alice Springs,Cars Accident,0,,,,,,,
Lew,5860595,3/22/18,5885973,Albany,Bike & Car Accident,0,,,,,,,
Micheal,5887582,7/15/18,5886799,Adelaide,Bike Accident,0,,,,,,,
Orin,5868211,7/22/18,5879372,Woodridge,Cars Accident,1,,,,,,,
Addison,5868211,4/29/18,5879372,Wodonga,Bike & Car Accident,1,,,,,,,
Cal,5888582,7/19/18,5877457,Werribee,Cars Accident,0,,,,,,,
Erastus,5890040,7/26/18,5867334,Warrnambool,Cars Accident,0,,,,,,,
Francisco,5889109,7/22/18,5868446,Wantirna South,Bike Accident,0,,,,,,,
Hardy,5878313,6/1/18,5872317,Wangaratta,Bike Accident,0,,,,,,,
Lucien,5889473,7/24/18,5888022,Wagga Wagga,Cars Accident,0,,,,,,,
Randolph,5879398,6/6/18,5883192,Traralgon,Cars Accident,0,,,,,,,
Stewart,5882499,6/20/18,5886211,Townsville,Bike & Car Accident,0,,,,,,,
Vern,5888115,7/17/18,5888634,Toowoomba,Bike & Car Accident,0,,,,,,,
Wilmer,5882879,6/22/18,5886811,Thornbury,Cars Accident,1,,,,,,,
Zack,5882879,4/27/18,5886811,Thomastown,Bike & Car Accident,1,,,,,,,
Adrian,5873588,5/12/18,5877409,Tarneit,Bike Accident,0,,,,,,,
Alvah,5883544,6/26/18,5886517,Taree,Cars Accident,0,,,,,,,
Bertram,5887094,7/12/18,5873949,Tamworth,Bike & Car Accident,0,,,,,,,
Clay,5887675,7/16/18,5889386,Sydney,Cars Accident,0,,,,,,,
Ephraim,5883310,6/25/18,5886111,Surfers Paradise,Bike & Car Accident,0,,,,,,,
Fritz,5860633,3/22/18,5885611,Sunnybank,Bike Accident,0,,,,,,,
Giles,5886707,7/11/18,5882544,Sunbury,Cars Accident,0,,,,,,,
Grover,5857619,3/10/18,5871703,Port Stephens,Bike & Car Accident,0,,,,,,,
Harris,5882879,5/24/18,5886811,Springvale,Bike Accident,1,,,,,,,
Isom,5882879,7/24/18,5886811,Southport,Bike Accident,1,,,,,,,
Jesus,5880273,6/9/18,5865136,South Grafton,Bike & Car Accident,0,,,,,,,
Johnie,5887577,7/15/18,5883391,Shepparton,Bike & Car Accident,0,,,,,,,
Jonathan,5889531,7/24/18,5874874,Seaford,Cars Accident,0,,,,,,,
Lucian,5879401,6/6/18,5889380,Saint Kilda,Cars Accident,0,,,,,,,
Malcolm,5882875,6/21/18,5889456,Saint Albans,Cars Accident,0,,,,,,,
Merritt,5881795,6/17/18,5869577,Rowville,Bike Accident,0,,,,,,,
Otho,5865285,4/9/18,5886032,Rockhampton,Bike Accident,0,,,,,,,
Perley,5890289,7/27/18,5888905,Richmond,Cars Accident,0,,,,,,,
Rolla,5887193,7/12/18,5886811,Reservoir,Cars Accident,1,,,,,,,
Sandy,5882879,7/13/18,5886811,Queanbeyan,Bike & Car Accident,1,,,,,,,
Tomas,5882879,5/21/18,5871575,Quakers Hill,Bike & Car Accident,0,,,,,,,
Wilford,5878059,6/1/18,5879078,Preston,Cars Accident,0,,,,,,,
Adolphus,5871233,5/3/18,5878372,Port Macquarie,Bike & Car Accident,0,,,,,,,
Angus,5883662,6/26/18,5885693,Point Cook,Bike Accident,0,,,,,,,
Arther,5870008,4/28/18,5885317,Pakenham South,Cars Accident,0,,,,,,,
Carlos,5886059,7/9/18,5887966,Orange,Bike & Car Accident,0,,,,,,,
Cary,5878822,6/4/18,5871565,Nowra,Cars Accident,0,,,,,,,
Cassius,5888475,7/19/18,5878324,Northcote,Cars Accident,0,,,,,,,
Davis,5884973,7/2/18,5887899,Noble Park,Bike & Car Accident,1,,,,,,,
Hamilton,5884973,4/15/18,5887899,Newcastle,Bike Accident,1,,,,,,,
Harve,5883510,6/26/18,5871084,Nerang,Cars Accident,0,,,,,,,
Israel,5883280,6/25/18,5884492,Narre Warren,Bike & Car Accident,0,,,,,,,
Leander,5873261,5/11/18,5882219,Narangba,Cars Accident,0,,,,,,,
Melville,5878094,6/1/18,5888689,Mulgrave,Cars Accident,0,,,,,,,
Merle,5887727,7/16/18,5880632,Mount Martha,Bike & Car Accident,0,,,,,,,
Murray,5889587,7/24/18,5868311,Mount Gambier,Bike Accident,0,,,,,,,
Pleasant,5886950,7/12/18,5883787,Mount Eliza,Cars Accident,0,,,,,,,
Sterling,5878966,6/5/18,5878856,Mosman,Bike & Car Accident,0,,,,,,,
Steven,5884973,7/27/18,5887899,Mornington,Bike Accident,1,,,,,,,
Axel,5884973,7/8/18,5887899,Morayfield,Bike Accident,1,,,,,,,
Boyd,5880732,6/12/18,5887442,Moe,Bike & Car Accident,0,,,,,,,
Bryant,5887390,7/13/18,5877689,Mill Park,Bike & Car Accident,0,,,,,,,
Clement,5872225,5/7/18,5870533,Mildura,Cars Accident,0,,,,,,,
Erwin,5888842,7/20/18,5887939,Melton,Cars Accident,0,,,,,,,
Ezekiel,5887000,7/12/18,5881686,Melbourne,Cars Accident,0,,,,,,,
Foster,5874290,5/15/18,5872174,Maryborough,Bike Accident,0,,,,,,,
Frances,5883532,6/26/18,5881078,Marrickville,Bike Accident,0,,,,,,,
Geo,5890427,7/27/18,5882031,Maroubra,Cars Accident,0,,,,,,,
Houston,5884973,7/2/18,5887899,Maitland,Cars Accident,1,,,,,,,
Issac,5884973,4/18/18,5887899,Mackay,Bike & Car Accident,1,,,,,,,
Jules,5883325,6/25/18,5890404,Liverpool,Bike & Car Accident,0,,,,,,,
Larkin,5887563,7/15/18,5887080,Lismore,Cars Accident,0,,,,,,,
Mat,5886451,7/10/18,5866763,Lilydale,Bike & Car Accident,0,,,,,,,
Morton,5879831,6/8/18,5865929,Launceston,Bike Accident,0,,,,,,,
Orlando,5887386,7/13/18,5887165,Lara,Cars Accident,0,,,,,,,
Pierce,5888904,7/20/18,5869829,Langwarrin,Bike & Car Accident,0,,,,,,,
Prince,5890524,7/28/18,5880559,Lalor,Cars Accident,0,,,,,,,
Rollie,5886733,7/11/18,5886004,Keysborough,Cars Accident,0,,,,,,,
Rollin,5881923,6/18/18,5880668,Kew,Bike & Car Accident,1,,,,,,,
Sim,5881923,7/27/18,5880668,Katoomba,Bike Accident,1,,,,,,,
Stuart,5868980,4/24/18,5881341,Hornsby,Cars Accident,0,,,,,,,
Wilburn,5869707,4/26/18,5879441,Hobart,Bike & Car Accident,0,,,,,,,
Bennett,5878034,5/31/18,5876773,Hawthorn South,Bike Accident,0,,,,,,,
Casper,5877716,5/30/18,5869207,Hampton Park,Bike Accident,0,,,,,,,
Christ,5888736,7/20/18,5888791,Griffith,Bike & Car Accident,0,,,,,,,
Dell,5875241,5/19/18,5875946,Greensborough,Bike & Car Accident,0,,,,,,,
Egbert,5884497,6/29/18,5889706,Granville,Cars Accident,0,,,,,,,
Elmo,5880933,6/13/18,5872002,Goulburn,Cars Accident,0,,,,,,,
Fay,5881923,7/13/18,5880668,Gold Coast,Cars Accident,1,,,,,,,
Gabriel,5881923,4/27/18,5880668,Glenroy,Bike Accident,1,,,,,,,
Hector,5888794,7/20/18,5876119,Glenferrie,Bike Accident,0,,,,,,,
Horatio,5876013,5/23/18,5886975,Gladstone,Cars Accident,0,,,,,,,
Lige,5880249,6/9/18,5878037,Geelong,Cars Accident,0,,,,,,,
Saul,5882889,6/22/18,5860480,Frankston East,Bike & Car Accident,0,,,,,,,
Smith,5882271,6/19/18,5883542,Frankston,Bike & Car Accident,0,,,,,,,
Squire,5883471,6/25/18,5889190,Forster,Cars Accident,0,,,,,,,
Tobe,5883486,6/25/18,5886487,Essendon,Bike & Car Accident,0,,,,,,,
Tommie,5886637,7/10/18,5889640,Epping,Bike Accident,0,,,,,,,
Wyatt,5881923,7/27/18,5880668,Epping,Cars Accident,1,,,,,,,
Alford,5881923,6/22/18,5880668,Engadine,Bike & Car Accident,1,,,,,,,
Alma,5883747,6/26/18,5888097,Eltham,Cars Accident,0,,,,,,,
Alton,5888515,7/19/18,5879804,Echuca,Cars Accident,0,,,,,,,
Andres,5877910,5/31/18,5877136,Earlwood,Bike & Car Accident,0,,,,,,,
Burl,5886819,7/11/18,5888552,Dubbo,Bike Accident,0,,,,,,,
Cicero,5887277,7/13/18,5888186,Doncaster East,Cars Accident,0,,,,,,,
Dean,5888427,7/18/18,5884795,Doncaster,Bike & Car Accident,0,,,,,,,
Dorsey,5878201,6/1/18,5880445,Devonport,Bike Accident,0,,,,,,,
Enos,5882667,6/21/18,5868773,Deer Park,Bike Accident,0,,,,,,,
Howell,5888387,7/18/18,5866813,Deception Bay,Bike & Car Accident,1,,,,,,,
Lou,5888387,7/24/18,5866813,Dandenong,Bike & Car Accident,1,,,,,,,
Loyd,5880374,6/11/18,5882150,Cronulla,Cars Accident,0,,,,,,,
Mahlon,5887924,7/17/18,5887601,Cranbourne,Cars Accident,0,,,,,,,
Nat,5878646,6/4/18,5880687,Cranbourne,Cars Accident,0,,,,,,,
Omar,5885734,7/6/18,5864008,Craigieburn,Bike Accident,0,,,,,,,
Oran,5872023,5/7/18,5888751,Coffs Harbour,Bike Accident,0,,,,,,,
Parker,5886463,7/10/18,5865135,Coburg,Cars Accident,0,,,,,,,
Raleigh,5862471,3/28/18,5889021,Clayton,Cars Accident,0,,,,,,,
Reginald,5889042,7/21/18,5884358,Wollongong,Bike & Car Accident,0,,,,,,,
Rubin,5888387,7/23/18,5866813,Cessnock,Bike & Car Accident,1,,,,,,,
Seymour,5888387,7/25/18,5866813,Castle Hill,Cars Accident,1,,,,,,,
Wm,5890219,7/27/18,5886979,Carrum Downs,Bike & Car Accident,0,,,,,,,
Young,5883699,6/26/18,5884486,Carnegie,Bike Accident,0,,,,,,,
Benjamine,5878447,6/2/18,5882948,Carlingford,Cars Accident,0,,,,,,,
Carey,5886457,7/10/18,5890212,Caringbah,Bike & Car Accident,0,,,,,,,
Carlton,5887509,7/14/18,5877070,Canberra,Cars Accident,0,,,,,,,
Eldridge,5875157,5/19/18,5880526,Camberwell,Cars Accident,0,,,,,,,
Elzie,5876851,5/25/18,5873459,Caloundra,Bike & Car Accident,0,,,,,,,
Garrett,5885200,7/3/18,5885032,Cairns,Bike Accident,0,,,,,,,
Isham,5888387,5/19/18,5866813,Caboolture,Cars Accident,1,,,,,,,
Johnson,5888387,5/12/18,5866813,Burnie,Bike & Car Accident,1,,,,,,,
Larry,5876245,5/23/18,5875794,Bundaberg,Bike Accident,0,,,,,,,
Logan,5885859,7/7/18,5889929,Columbia,Bike Accident,0,,,,,,,
Merrill,5873579,5/12/18,5884621,St Louis,Bike & Car Accident,0,,,,,,,
Mont,5887885,7/16/18,5889005,Kansas City,Bike & Car Accident,0,,,,,,,
Oren,5870131,4/30/18,5877014,Jefferson City,Cars Accident,0,,,,,,,
Pierre,5865240,4/9/18,5881792,Rolla,Cars Accident,0,,,,,,,
Rex,5869003,4/24/18,5883498,Springfield,Cars Accident,0,,,,,,,
Rodney,5881158,5/26/18,5878523,Abbeville,Cars Accident,0,,,,,,,
Ted,5888387,6/29/18,5866813,Abernant,Bike & Car Accident,1,,,,,,,
Webster,5888387,5/10/18,5866813,Adamsville,Bike Accident,1,,,,,,,
West,5888938,6/29/18,5883367,Addison,Cars Accident,0,,,,,,,
Wheeler,5880996,7/13/18,5883093,Adger,Bike & Car Accident,0,,,,,,,
Willam,5871848,5/11/18,5868542,Akron,Bike Accident,0,,,,,,,
Al,5887589,7/26/18,5872336,Alabaster,Bike Accident,0,,,,,,,
Aloysius,5877420,7/3/18,5873278,Alberta,Bike & Car Accident,0,,,,,,,
Alvie,5882385,4/9/18,5874011,Albertville,Bike & Car Accident,0,,,,,,,
Anna,5871400,7/3/18,5870210,Alexander City,Cars Accident,0,,,,,,,
Art,5881977,7/23/18,5878523,Alexandria,Cars Accident,0,,,,,,,
Augustine,5888387,5/15/18,5866813,Aliceville,Cars Accident,1,,,,,,,
Bailey,5888387,6/13/18,5866813,Allgood,Bike Accident,1,,,,,,,
Benjaman,5865727,6/24/18,5883212,Alma,Bike Accident,0,,,,,,,
Beverly,5885249,5/10/18,5889688,Alpine,Cars Accident,0,,,,,,,
Bishop,5877555,7/11/18,5887640,Alton,Cars Accident,0,,,,,,,
Clair,5881222,7/16/18,5853400,Altoona,Bike & Car Accident,0,,,,,,,
Cloyd,5886191,6/12/18,5880097,Andalusia,Bike & Car Accident,0,,,,,,,
Coleman,5865267,6/13/18,5880488,Anderson,Cars Accident,0,,,,,,,
Dana,5881207,4/18/18,5883524,Annemanie,Bike & Car Accident,0,,,,,,,
Duncan,5888167,6/1/18,5870641,Anniston,Bike Accident,0,,,,,,,
Dwight,5864953,5/15/18,5870876,Arab,Cars Accident,1,,,,,,,
Emile,5864953,7/22/18,5870876,Ardmore,Bike & Car Accident,1,,,,,,,
Evert,5885876,6/8/18,5877727,Ariton,Cars Accident,0,,,,,,,
Henderson,5887354,7/28/18,5889499,Arley,Cars Accident,0,,,,,,,
Hunter,5880111,5/22/18,5859224,Arlington,Bike & Car Accident,0,,,,,,,
Jean,5887163,6/25/18,5877596,Ashford,Bike Accident,0,,,,,,,
Lem,5864623,7/24/18,5890530,Ashland,Cars Accident,0,,,,,,,
Luis,5866741,5/8/18,5866861,Ashville,Bike & Car Accident,0,,,,,,,
Mathias,5868018,7/5/18,5872577,Athens,Bike Accident,0,,,,,,,
Maynard,5886445,6/28/18,5884263,Atmore,Bike Accident,1,,,,,,,
Miguel,5886445,5/17/18,5884263,Attalla,Bike & Car Accident,1,,,,,,,
Mortimer,5886445,7/2/18,5884263,Auburn,Bike & Car Accident,1,,,,,,,
Nels,5873252,7/17/18,5876877,Auburn University,Cars Accident,0,,,,,,,
Norris,5884481,3/14/18,5879089,Autaugaville,Cars Accident,0,,,,,,,
Pat,5887400,7/20/18,5878628,Axis,Cars Accident,0,,,,,,,
Phil,5873338,6/25/18,5883778,Baileyton,Bike Accident,0,,,,,,,
Rush,5890086,7/25/18,5886647,Banks,Bike Accident,0,,,,,,,
Santiago,5885334,7/18/18,5882112,Bankston,Cars Accident,0,,,,,,,
Sol,5865299,7/19/18,5873254,Bay Minette,Cars Accident,0,,,,,,,
Sydney,5885285,6/15/18,5883708,Bayou La Batre,Bike & Car Accident,0,,,,,,,
Thaddeus,5889169,7/29/18,5881770,Bear Creek,Bike & Car Accident,1,,,,,,,
Thornton,5889169,5/9/18,5881770,Beatrice,Cars Accident,1,,,,,,,
Tim,5881204,6/26/18,5876877,Beaverton,Bike & Car Accident,0,,,,,,,
Travis,5883232,5/10/18,5889387,Belk,Bike Accident,0,,,,,,,
Truman,5873243,5/16/18,5886712,Bellamy,Cars Accident,0,,,,,,,
Watson,5886726,7/13/18,5882960,Belle Mina,Bike & Car Accident,0,,,,,,,
Webb,5887625,7/17/18,5887508,Bellwood,Cars Accident,0,,,,,,,
Wellington,5880649,7/6/18,5885637,Berry,Cars Accident,0,,,,,,,
Winfred,5880947,7/19/18,5882321,Bessemer,Bike & Car Accident,0,,,,,,,
Wylie,5867657,7/20/18,5885124,Billingsley,Bike Accident,0,,,,,,,
Alec,5878061,5/8/18,5884916,Birmingham,Cars Accident,1,,,,,,,
Basil,5878061,7/9/18,5884916,Black,Bike & Car Accident,1,,,,,,,
Baxter,5889104,7/18/18,5889693,Blountsville,Bike Accident,0,,,,,,,
Bertrand,5880099,7/6/18,5889387,Boaz,Bike Accident,0,,,,,,,
Buford,5890476,4/16/18,5870149,Boligee,Bike & Car Accident,0,,,,,,,
Burr,5875709,5/28/18,5878520,Bon Air,Bike & Car Accident,0,,,,,,,
Cleveland,5883475,6/19/18,5876662,Bon Secour,Cars Accident,0,,,,,,,
Colonel,5889486,5/8/18,5890009,Booth,Cars Accident,0,,,,,,,
Dempsey,5872533,7/24/18,5882659,Boykin,Cars Accident,0,,,,,,,
Early,5885572,6/19/18,5889291,Brantley,Bike Accident,0,,,,,,,
Ellsworth,5884308,5/22/18,5866402,Bremen,Bike Accident,1,,,,,,,
Fate,5884308,6/20/18,5866402,Brent,Cars Accident,1,,,,,,,
Finley,5884748,7/27/18,5889254,Brewton,Cars Accident,0,,,,,,,
Gabe,5888150,5/5/18,5889153,Bridgeport,Bike & Car Accident,0,,,,,,,
Garland,5858688,5/1/18,5870149,Brierfield,Bike & Car Accident,0,,,,,,,
Gerald,5888921,2/21/18,5887191,Brilliant,Cars Accident,0,,,,,,,
Herschel,5883409,6/19/18,5875836,Brooklyn,Bike & Car Accident,0,,,,,,,
Hezekiah,5889757,5/16/18,5880604,Brookside,Bike Accident,0,,,,,,,
Justus,5888425,7/18/18,5882455,Brookwood,Cars Accident,0,,,,,,,
Lindsey,5888431,4/24/18,5889426,Brownsboro,Bike & Car Accident,0,,,,,,,
Marcellus,5881519,6/6/18,5885896,Brundidge,Cars Accident,1,,,,,,,
Olaf,5881519,6/7/18,5885896,Bryant,Cars Accident,1,,,,,,,
Olin,5872851,7/20/18,5889629,Bucks,Bike & Car Accident,0,,,,,,,
Pablo,5883726,7/6/18,5886391,Buhl,Bike Accident,0,,,,,,,
Rolland,5873233,7/27/18,5885080,Burnt Corn,Cars Accident,0,,,,,,,
Turner,5874452,7/28/18,5887191,Burnwell,Bike & Car Accident,0,,,,,,,
Verne,5887236,7/3/18,5884139,Butler,Bike Accident,0,,,,,,,
Volney,5888095,5/24/18,5889451,Bynum,Bike Accident,0,,,,,,,
Williams,5885662,6/27/18,5887781,Calera,Bike & Car Accident,0,,,,,,,
Almon,5888674,6/29/18,5876358,Calvert,Bike & Car Accident,0,,,,,,,
Alois,5888876,6/20/18,5880317,Camden,Cars Accident,1,,,,,,,
Alonza,5888876,6/18/18,5880317,Camp Hill,Cars Accident,1,,,,,,,
Anson,5886291,5/1/18,5878339,Campbell,Cars Accident,0,,,,,,,
Authur,5888366,4/14/18,5885777,Capshaw,Bike Accident,0,,,,,,,
Benton,5885811,6/21/18,5885557,Carbon Hill,Bike Accident,0,,,,,,,
Billie,5866833,6/22/18,5883588,Cardiff,Cars Accident,0,,,,,,,
Cornelious,5877067,7/26/18,5884139,Carlton,Cars Accident,0,,,,,,,
Darius,5882187,7/20/18,5884142,Carrollton,Bike & Car Accident,0,,,,,,,
Denis,5872309,6/28/18,5876528,Castleberry,Bike & Car Accident,0,,,,,,,
Dillard,5889597,6/6/18,5885433,Catherine,Cars Accident,0,,,,,,,
Doctor,5882253,6/4/18,5889957,Cecil,Bike & Car Accident,1,,,,,,,
Elvin,5882253,6/3/18,5889957,Cedar Bluff,Bike Accident,1,,,,,,,
Emma,5882567,6/18/18,5883639,Centre,Cars Accident,0,,,,,,,
Eric,5890260,7/12/18,5886021,Centreville,Bike & Car Accident,0,,,,,,,
Evans,5871765,4/26/18,5871077,Chancellor,Cars Accident,0,,,,,,,
Gideon,5870691,7/19/18,5887881,Chapman,Cars Accident,0,,,,,,,
Haywood,5853309,5/3/18,5887910,Chatom,Bike & Car Accident,0,,,,,,,
Hilliard,5882301,6/25/18,5884142,Chelsea,Bike Accident,0,,,,,,,
Hosea,5874630,6/21/18,5871819,Cherokee,Cars Accident,0,,,,,,,
Lincoln,5888356,5/16/18,5890025,Childersburg,Bike & Car Accident,0,,,,,,,
Lonzo,5869125,6/25/18,5877105,Choccolocco,Bike Accident,1,,,,,,,
Lucious,5869125,6/18/18,5877105,Chunchula,Bike Accident,1,,,,,,,
Lum,5879735,10/25/17,5875970,Citronelle,Bike & Car Accident,0,,,,,,,
Malachi,5888795,7/16/18,5882777,Clanton,Bike & Car Accident,0,,,,,,,
Newt,5885818,7/23/18,5889577,Clay,Cars Accident,0,,,,,,,
Noel,5890215,5/15/18,5860963,Clayton,Cars Accident,0,,,,,,,
Orie,5890474,5/6/18,5886199,Cleveland,Cars Accident,0,,,,,,,
Palmer,5885179,5/29/18,5888910,Clinton,Bike Accident,0,,,,,,,
Pinkney,5876615,7/2/18,5871819,Clio,Bike Accident,0,,,,,,,
Shirley,5883799,5/15/18,5890526,Clopton,Cars Accident,0,,,,,,,
Sumner,5884572,6/12/18,5851467,Cloverdale,Cars Accident,1,,,,,,,
Terry,5884572,7/20/18,5851467,Coaling,Bike & Car Accident,1,,,,,,,
Urban,5881973,6/30/18,5886736,Coden,Bike & Car Accident,0,,,,,,,
Uriah,5870708,7/6/18,5877343,Coffee Springs,Cars Accident,0,,,,,,,
Valentine,5866613,7/24/18,5886679,Coffeeville,Bike & Car Accident,0,,,,,,,
Waldo,5882843,6/26/18,5884360,Coker,Bike Accident,0,,,,,,,
Warner,5882949,6/5/18,5876056,Collinsville,Cars Accident,0,,,,,,,
Wong,5890158,6/15/18,5884276,Columbia,Bike & Car Accident,0,,,,,,,
Zeb,5888750,6/30/18,5889541,Columbiana,Cars Accident,0,,,,,,,
Abel,5884177,6/21/18,5890526,Cook Springs,Cars Accident,0,,,,,,,
Alden,5879303,6/8/18,5885044,Coosada,Bike & Car Accident,1,,,,,,,
Archer,5879303,7/6/18,5885044,Cordova,Bike Accident,1,,,,,,,
Avery,5878494,6/5/18,5888276,Cottondale,Cars Accident,0,,,,,,,
Carson,5881921,6/23/18,5876022,Cottonton,Bike & Car Accident,0,,,,,,,
Cullen,5886961,7/3/18,5883102,Cottonwood,Bike Accident,0,,,,,,,
Doc,5869732,6/27/18,5871894,Courtland,Bike Accident,0,,,,,,,
Eben,5888539,6/27/18,5865226,Cowarts,Bike & Car Accident,0,,,,,,,
Elige,5871280,7/18/18,5885380,Coy,Bike & Car Accident,0,,,,,,,
Elizabeth,5883342,6/8/18,5868780,Cragford,Cars Accident,0,,,,,,,
Elmore,5882653,4/23/18,5889175,Crane Hill,Cars Accident,0,,,,,,,
Ernst,5879303,4/30/18,5885044,Creola,Cars Accident,1,,,,,,,
Finis,5879303,5/26/18,5885044,Cropwell,Bike Accident,1,,,,,,,
Freddie,5882002,7/27/18,5868881,Crossville,Bike Accident,0,,,,,,,
Godfrey,5828779,7/23/18,5880345,Cuba,Cars Accident,0,,,,,,,
Guss,5887779,7/25/18,5888009,Cullman,Cars Accident,0,,,,,,,
Hamp,5889438,4/18/18,5748366,Cusseta,Bike & Car Accident,0,,,,,,,
Hermann,5874265,7/27/18,5883782,Dadeville,Bike & Car Accident,0,,,,,,,
Isadore,5871872,7/17/18,5882979,Daleville,Cars Accident,0,,,,,,,
Isreal,5877336,7/28/18,5888915,Danville,Bike & Car Accident,0,,,,,,,
Jones,5884789,4/9/18,5888924,Daphne,Bike Accident,0,,,,,,,
June,5879303,5/9/18,5885044,Dauphin Island,Cars Accident,1,,,,,,,
Lacy,5879303,4/23/18,5885044,Daviston,Bike & Car Accident,1,,,,,,,
Lafe,5888879,7/5/18,5889048,Dawson,Cars Accident,0,,,,,,,
